metric_id,name,description,baseUnit,statistic,value,tags
13809,jvm.memory.committed,The amount of memory in bytes that is committed for the Java virtual machine to use,bytes,VALUE,331284480.0,"area: heap, nonheap; id: CodeHeap 'profiled nmethods', G1 Old Gen, G1 Survivor Space, CodeHeap 'non-profiled nmethods', Compressed Class Space, Metaspace, G1 Eden Space, CodeHeap 'non-nmethods'"
14074,jvm.memory.committed,The amount of memory in bytes that is committed for the Java virtual machine to use,bytes,VALUE,331350016.0,"area: heap, nonheap; id: CodeHeap 'profiled nmethods', G1 Old Gen, G1 Survivor Space, CodeHeap 'non-profiled nmethods', Compressed Class Space, Metaspace, G1 Eden Space, CodeHeap 'non-nmethods'"
14339,jvm.memory.committed,The amount of memory in bytes that is committed for the Java virtual machine to use,bytes,VALUE,331415552.0,"area: heap, nonheap; id: CodeHeap 'profiled nmethods', G1 Old Gen, G1 Survivor Space, CodeHeap 'non-profiled nmethods', Compressed Class Space, Metaspace, G1 Eden Space, CodeHeap 'non-nmethods'"
14445,jvm.memory.committed,The amount of memory in bytes that is committed for the Java virtual machine to use,bytes,VALUE,331481088.0,"area: heap, nonheap; id: CodeHeap 'profiled nmethods', G1 Old Gen, G1 Survivor Space, CodeHeap 'non-profiled nmethods', Compressed Class Space, Metaspace, G1 Eden Space, CodeHeap 'non-nmethods'"
14498,jvm.memory.committed,The amount of memory in bytes that is committed for the Java virtual machine to use,bytes,VALUE,331612160.0,"area: heap, nonheap; id: CodeHeap 'profiled nmethods', G1 Old Gen, G1 Survivor Space, CodeHeap 'non-profiled nmethods', Compressed Class Space, Metaspace, G1 Eden Space, CodeHeap 'non-nmethods'"
14551,jvm.memory.committed,The amount of memory in bytes that is committed for the Java virtual machine to use,bytes,VALUE,331677696.0,"area: heap, nonheap; id: CodeHeap 'profiled nmethods', G1 Old Gen, G1 Survivor Space, CodeHeap 'non-profiled nmethods', Compressed Class Space, Metaspace, G1 Eden Space, CodeHeap 'non-nmethods'"
14604,jvm.memory.committed,The amount of memory in bytes that is committed for the Java virtual machine to use,bytes,VALUE,331743232.0,"area: heap, nonheap; id: CodeHeap 'profiled nmethods', G1 Old Gen, G1 Survivor Space, CodeHeap 'non-profiled nmethods', Compressed Class Space, Metaspace, G1 Eden Space, CodeHeap 'non-nmethods'"
14763,jvm.memory.committed,The amount of memory in bytes that is committed for the Java virtual machine to use,bytes,VALUE,331808768.0,"area: heap, nonheap; id: CodeHeap 'profiled nmethods', G1 Old Gen, G1 Survivor Space, CodeHeap 'non-profiled nmethods', Compressed Class Space, Metaspace, G1 Eden Space, CodeHeap 'non-nmethods'"
14922,jvm.memory.committed,The amount of memory in bytes that is committed for the Java virtual machine to use,bytes,VALUE,331874304.0,"area: heap, nonheap; id: CodeHeap 'profiled nmethods', G1 Old Gen, G1 Survivor Space, CodeHeap 'non-profiled nmethods', Compressed Class Space, Metaspace, G1 Eden Space, CodeHeap 'non-nmethods'"
15028,jvm.memory.committed,The amount of memory in bytes that is committed for the Java virtual machine to use,bytes,VALUE,331939840.0,"area: heap, nonheap; id: CodeHeap 'profiled nmethods', G1 Old Gen, G1 Survivor Space, CodeHeap 'non-profiled nmethods', Compressed Class Space, Metaspace, G1 Eden Space, CodeHeap 'non-nmethods'"
15081,jvm.memory.committed,The amount of memory in bytes that is committed for the Java virtual machine to use,bytes,VALUE,332005376.0,"area: heap, nonheap; id: CodeHeap 'profiled nmethods', G1 Old Gen, G1 Survivor Space, CodeHeap 'non-profiled nmethods', Compressed Class Space, Metaspace, G1 Eden Space, CodeHeap 'non-nmethods'"
15240,jvm.memory.committed,The amount of memory in bytes that is committed for the Java virtual machine to use,bytes,VALUE,332070912.0,"area: heap, nonheap; id: CodeHeap 'profiled nmethods', G1 Old Gen, G1 Survivor Space, CodeHeap 'non-profiled nmethods', Compressed Class Space, Metaspace, G1 Eden Space, CodeHeap 'non-nmethods'"
15399,jvm.memory.committed,The amount of memory in bytes that is committed for the Java virtual machine to use,bytes,VALUE,332136448.0,"area: heap, nonheap; id: CodeHeap 'profiled nmethods', G1 Old Gen, G1 Survivor Space, CodeHeap 'non-profiled nmethods', Compressed Class Space, Metaspace, G1 Eden Space, CodeHeap 'non-nmethods'"
15452,jvm.memory.committed,The amount of memory in bytes that is committed for the Java virtual machine to use,bytes,VALUE,332464128.0,"area: heap, nonheap; id: CodeHeap 'profiled nmethods', G1 Old Gen, G1 Survivor Space, CodeHeap 'non-profiled nmethods', Compressed Class Space, Metaspace, G1 Eden Space, CodeHeap 'non-nmethods'"
15505,jvm.memory.committed,The amount of memory in bytes that is committed for the Java virtual machine to use,bytes,VALUE,332529664.0,"area: heap, nonheap; id: CodeHeap 'profiled nmethods', G1 Old Gen, G1 Survivor Space, CodeHeap 'non-profiled nmethods', Compressed Class Space, Metaspace, G1 Eden Space, CodeHeap 'non-nmethods'"
15717,jvm.memory.committed,The amount of memory in bytes that is committed for the Java virtual machine to use,bytes,VALUE,332595200.0,"area: heap, nonheap; id: CodeHeap 'profiled nmethods', G1 Old Gen, G1 Survivor Space, CodeHeap 'non-profiled nmethods', Compressed Class Space, Metaspace, G1 Eden Space, CodeHeap 'non-nmethods'"
15770,jvm.memory.committed,The amount of memory in bytes that is committed for the Java virtual machine to use,bytes,VALUE,332726272.0,"area: heap, nonheap; id: CodeHeap 'profiled nmethods', G1 Old Gen, G1 Survivor Space, CodeHeap 'non-profiled nmethods', Compressed Class Space, Metaspace, G1 Eden Space, CodeHeap 'non-nmethods'"
15823,jvm.memory.committed,The amount of memory in bytes that is committed for the Java virtual machine to use,bytes,VALUE,332791808.0,"area: heap, nonheap; id: CodeHeap 'profiled nmethods', G1 Old Gen, G1 Survivor Space, CodeHeap 'non-profiled nmethods', Compressed Class Space, Metaspace, G1 Eden Space, CodeHeap 'non-nmethods'"
15876,jvm.memory.committed,The amount of memory in bytes that is committed for the Java virtual machine to use,bytes,VALUE,332922880.0,"area: heap, nonheap; id: CodeHeap 'profiled nmethods', G1 Old Gen, G1 Survivor Space, CodeHeap 'non-profiled nmethods', Compressed Class Space, Metaspace, G1 Eden Space, CodeHeap 'non-nmethods'"
16035,jvm.memory.committed,The amount of memory in bytes that is committed for the Java virtual machine to use,bytes,VALUE,332988416.0,"area: heap, nonheap; id: CodeHeap 'profiled nmethods', G1 Old Gen, G1 Survivor Space, CodeHeap 'non-profiled nmethods', Compressed Class Space, Metaspace, G1 Eden Space, CodeHeap 'non-nmethods'"
16088,jvm.memory.committed,The amount of memory in bytes that is committed for the Java virtual machine to use,bytes,VALUE,333119488.0,"area: heap, nonheap; id: CodeHeap 'profiled nmethods', G1 Old Gen, G1 Survivor Space, CodeHeap 'non-profiled nmethods', Compressed Class Space, Metaspace, G1 Eden Space, CodeHeap 'non-nmethods'"
17095,jvm.memory.committed,The amount of memory in bytes that is committed for the Java virtual machine to use,bytes,VALUE,333250560.0,"area: heap, nonheap; id: CodeHeap 'profiled nmethods', G1 Old Gen, G1 Survivor Space, CodeHeap 'non-profiled nmethods', Compressed Class Space, Metaspace, G1 Eden Space, CodeHeap 'non-nmethods'"
